=== Тестирование: ОТКЛЮЧЁН СЛОЙ 1 ===
Вопрос 01/1221 | Ответ: - | Правильный: A
Вопрос 1068/1221 | Ответ: - | Правильный: D
Вопрос 1069/1221 | Ответ: - | Правильный: D
Вопрос 1070/1221 | Ответ: - | Правильный: E
Вопрос 1071/1221 | Ответ: - | Правильный: D
Вопрос 1072/1221 | Ответ: - | Правильный: A
Вопрос 1073/1221 | Ответ: - | Правильный: A
Вопрос 1074/1221 | Ответ: - | Правильный: E
Вопрос 1075/1221 | Ответ: - | Правильный: C
Вопрос 1076/1221 | Ответ: - | Правильный: E
Вопрос 1077/1221 | Ответ: - | Правильный: C
Вопрос 1078/1221 | Ответ: - | Правильный: B
Вопрос 1079/1221 | Ответ: - | Правильный: A
Вопрос 1080/1221 | Ответ: - | Правильный: A
Вопрос 1081/1221 | Ответ: - | Правильный: E
Вопрос 1082/1221 | Ответ: - | Правильный: C
Вопрос 1083/1221 | Ответ: - | Правильный: D
Вопрос 1084/1221 | Ответ: - | Правильный: A
Вопрос 1085/1221 | Ответ: - | Правильный: B
Вопрос 1086/1221 | Ответ: - | Правильный: D
Вопрос 1087/1221 | Ответ: - | Правильный: D
Вопрос 1088/1221 | Ответ: - | Правильный: E
Вопрос 1089/1221 | Ответ: - | Правильный: A
Вопрос 1090/1221 | Ответ: - | Правильный: B
Вопрос 1091/1221 | Ответ: - | Правильный: B
Вопрос 1092/1221 | Ответ: - | Правильный: D
Вопрос 1093/1221 | Ответ: - | Правильный: C
Вопрос 1094/1221 | Ответ: - | Правильный: C
Вопрос 1095/1221 | Ответ: - | Правильный: D
Вопрос 1096/1221 | Ответ: - | Правильный: C
Вопрос 1097/1221 | Ответ: - | Правильный: E
Вопрос 1098/1221 | Ответ: - | Правильный: D
Вопрос 1099/1221 | Ответ: - | Правильный: A
Вопрос 1100/1221 | Ответ: - | Правильный: A
Вопрос 1101/1221 | Ответ: - | Правильный: D
Вопрос 1102/1221 | Ответ: - | Правильный: A
Вопрос 1103/1221 | Ответ: - | Правильный: B
Вопрос 1104/1221 | Ответ: - | Правильный: D
Вопрос 1105/1221 | Ответ: - | Правильный: B
Вопрос 1106/1221 | Ответ: - | Правильный: E
Вопрос 1107/1221 | Ответ: - | Правильный: D
Вопрос 1108/1221 | Ответ: - | Правильный: E
Вопрос 1109/1221 | Ответ: - | Правильный: C
Вопрос 1110/1221 | Ответ: - | Правильный: D
Вопрос 1111/1221 | Ответ: - | Правильный: D
Вопрос 1112/1221 | Ответ: - | Правильный: E
Вопрос 1113/1221 | Ответ: - | Правильный: C
Вопрос 1114/1221 | Ответ: - | Правильный: D
Вопрос 1115/1221 | Ответ: - | Правильный: A
Вопрос 1116/1221 | Ответ: - | Правильный: D
Вопрос 1117/1221 | Ответ: - | Правильный: A
Вопрос 1118/1221 | Ответ: - | Правильный: B
Вопрос 1119/1221 | Ответ: - | Правильный: D
Вопрос 1120/1221 | Ответ: - | Правильный: B
Вопрос 1121/1221 | Ответ: - | Правильный: B
Вопрос 1122/1221 | Ответ: - | Правильный: B
Вопрос 1123/1221 | Ответ: - | Правильный: D
Вопрос 1124/1221 | Ответ: - | Правильный: E
Вопрос 1125/1221 | Ответ: - | Правильный: C
Вопрос 1126/1221 | Ответ: - | Правильный: C
Вопрос 1127/1221 | Ответ: - | Правильный: D
Вопрос 1128/1221 | Ответ: - | Правильный: B
Вопрос 1129/1221 | Ответ: - | Правильный: B
Вопрос 1130/1221 | Ответ: - | Правильный: D
Вопрос 1131/1221 | Ответ: - | Правильный: B
Вопрос 1132/1221 | Ответ: - | Правильный: B
Вопрос 1133/1221 | Ответ: - | Правильный: A
Вопрос 1134/1221 | Ответ: - | Правильный: C
Вопрос 1135/1221 | Ответ: - | Правильный: B
Вопрос 1136/1221 | Ответ: - | Правильный: C
Вопрос 1137/1221 | Ответ: - | Правильный: B
Вопрос 1138/1221 | Ответ: - | Правильный: A
Вопрос 1139/1221 | Ответ: - | Правильный: E
Вопрос 1140/1221 | Ответ: - | Правильный: E
Вопрос 1141/1221 | Ответ: - | Правильный: B
Вопрос 1142/1221 | Ответ: - | Правильный: B
Вопрос 1143/1221 | Ответ: - | Правильный: B
Вопрос 1144/1221 | Ответ: - | Правильный: D
Вопрос 1145/1221 | Ответ: - | Правильный: C
Вопрос 1146/1221 | Ответ: - | Правильный: E
Вопрос 1147/1221 | Ответ: - | Правильный: A
Вопрос 1148/1221 | Ответ: - | Правильный: D
Вопрос 1149/1221 | Ответ: - | Правильный: E
Вопрос 1150/1221 | Ответ: - | Правильный: D
Вопрос 1151/1221 | Ответ: - | Правильный: D
Вопрос 1152/1221 | Ответ: - | Правильный: B
Вопрос 1153/1221 | Ответ: - | Правильный: C
Вопрос 1154/1221 | Ответ: - | Правильный: E
Вопрос 1155/1221 | Ответ: - | Правильный: B
Вопрос 1156/1221 | Ответ: - | Правильный: E
Вопрос 1157/1221 | Ответ: - | Правильный: B
Вопрос 1158/1221 | Ответ: - | Правильный: B
Вопрос 1159/1221 | Ответ: - | Правильный: B
Вопрос 1160/1221 | Ответ: - | Правильный: D
Вопрос 1161/1221 | Ответ: - | Правильный: B
Вопрос 1162/1221 | Ответ: - | Правильный: E
Вопрос 1163/1221 | Ответ: - | Правильный: D
Вопрос 1164/1221 | Ответ: - | Правильный: B
Вопрос 1165/1221 | Ответ: - | Правильный: B
Вопрос 1166/1221 | Ответ: - | Правильный: A
Вопрос 1167/1221 | Ответ: - | Правильный: E
Вопрос 1168/1221 | Ответ: - | Правильный: D
Вопрос 1169/1221 | Ответ: - | Правильный: E
Вопрос 1170/1221 | Ответ: - | Правильный: D
Вопрос 1171/1221 | Ответ: - | Правильный: E
Вопрос 1172/1221 | Ответ: - | Правильный: E
Вопрос 1173/1221 | Ответ: - | Правильный: D
Вопрос 1174/1221 | Ответ: - | Правильный: A
Вопрос 1175/1221 | Ответ: - | Правильный: D
Вопрос 1176/1221 | Ответ: - | Правильный: C
Вопрос 1177/1221 | Ответ: - | Правильный: D
Вопрос 1178/1221 | Ответ: - | Правильный: E
Вопрос 1179/1221 | Ответ: A | Правильный: C
Вопрос 1180/1221 | Ответ: - | Правильный: D
Вопрос 1181/1221 | Ответ: - | Правильный: D
Вопрос 1182/1221 | Ответ: - | Правильный: E
Вопрос 1183/1221 | Ответ: - | Правильный: B
Вопрос 1184/1221 | Ответ: - | Правильный: B
Вопрос 1185/1221 | Ответ: - | Правильный: D
Вопрос 1186/1221 | Ответ: - | Правильный: B
Вопрос 1187/1221 | Ответ: - | Правильный: D
Вопрос 1188/1221 | Ответ: - | Правильный: A
Вопрос 1189/1221 | Ответ: - | Правильный: A
Вопрос 1190/1221 | Ответ: - | Правильный: C
Вопрос 1191/1221 | Ответ: - | Правильный: B
Вопрос 1192/1221 | Ответ: - | Правильный: D
Вопрос 1193/1221 | Ответ: - | Правильный: A
Вопрос 1194/1221 | Ответ: - | Правильный: A
Вопрос 1195/1221 | Ответ: - | Правильный: E
Вопрос 1196/1221 | Ответ: - | Правильный: D
Вопрос 1197/1221 | Ответ: - | Правильный: D
Вопрос 1198/1221 | Ответ: - | Правильный: B
Вопрос 1199/1221 | Ответ: - | Правильный: E
Вопрос 1200/1221 | Ответ: - | Правильный: E
Вопрос 1201/1221 | Ответ: - | Правильный: E
Вопрос 1202/1221 | Ответ: - | Правильный: C
Вопрос 1203/1221 | Ответ: - | Правильный: C
Вопрос 1204/1221 | Ответ: - | Правильный: E
Вопрос 1205/1221 | Ответ: - | Правильный: A
Вопрос 1206/1221 | Ответ: - | Правильный: E
Вопрос 1207/1221 | Ответ: - | Правильный: E
Вопрос 1208/1221 | Ответ: - | Правильный: C
Вопрос 1209/1221 | Ответ: - | Правильный: E
Вопрос 1210/1221 | Ответ: - | Правильный: C
Вопрос 1211/1221 | Ответ: - | Правильный: E
Вопрос 1212/1221 | Ответ: - | Правильный: E
Вопрос 1213/1221 | Ответ: - | Правильный: E
Вопрос 1214/1221 | Ответ: - | Правильный: A
Вопрос 1215/1221 | Ответ: - | Правильный: E
Вопрос 1216/1221 | Ответ: - | Правильный: B
Вопрос 1217/1221 | Ответ: - | Правильный: A
Вопрос 1218/1221 | Ответ: - | Правильный: B
Вопрос 1219/1221 | Ответ: - | Правильный: C
Вопрос 1220/1221 | Ответ: - | Правильный: A
Вопрос 1221/1221 | Ответ: - | Правильный: C

Результат: 7/1221 (0.6%)
==================================================
